point	title	description	iconSize	iconOffset	icon
48.9876527778,11.1439166667	<a href="http://kein Artikel/wiki/Wp 14/55 (Steinturm)" target="pedia">Wp 14/55 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9876527778, 11.1439166667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9820972222,11.1544833333	<a href="http://kein Artikel/wiki/Wp 14/56 (Steinturm)" target="pedia">Wp 14/56 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9820972222, 11.1544833333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9801861111,11.1900472222	<a href="http://kein Artikel/wiki/Wp 14/59 (Steinturm)" target="pedia">Wp 14/59 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9801861111, 11.1900472222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9793333333,11.20695	<a href="http://kein Artikel/wiki/Wp 14/61 (Steinturm)" target="pedia">Wp 14/61 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9793333333, 11.20695<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9774166667,11.2437666667	<a href="http://kein Artikel/wiki/Wp 14/64 (Steinturm)" target="pedia">Wp 14/64 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9774166667, 11.2437666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9767805556,11.2528638889	<a href="http://kein Artikel/wiki/Wp 14/65 (Steinturm)" target="pedia">Wp 14/65 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9767805556, 11.2528638889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9762833333,11.2657916667	<a href="http://kein Artikel/wiki/Wp 14/66 (Steinturm)" target="pedia">Wp 14/66 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9762833333, 11.2657916667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9752861111,11.2840222222	<a href="http://kein Artikel/wiki/Wp 14/68 (Steinturm)" target="pedia">Wp 14/68 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9752861111, 11.2840222222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9730777778,11.3017611111	<a href="http://kein Artikel/wiki/Wp 14/70" target="pedia">Wp 14/70</a>	<div style="max-width: 250px;">Geo 48.9730777778, 11.3017611111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>Altgrabung; Schleiermacher: schlecht erkennbar; Baatz: flacher Turmh&#252;gel</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9660611111,11.3246777778	<a href="http://kein Artikel/wiki/Wp 14/72 (Steinturm)" target="pedia">Wp 14/72 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9660611111, 11.3246777778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9593777778,11.3488111111	<a href="http://kein Artikel/wiki/Wp 14/75 (Steinturm)" target="pedia">Wp 14/75 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9593777778, 11.3488111111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9540527778,11.3635194444	<a href="http://kein Artikel/wiki/Wp 14/77 (Steinturm)" target="pedia">Wp 14/77 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9540527778, 11.3635194444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9509861111,11.3759194444	<a href="http://kein Artikel/wiki/Wp 14/78 (Steinturm)" target="pedia">Wp 14/78 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9509861111, 11.3759194444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9461111111,11.3608333333	<a href="http://de.wikipedia.org/wiki/Kastell B&#246;hming" target="pedia">Kastell B&#246;hming</a>	<div style="max-width: 250px;">Geo 48.9461111111, 11.3608333333<br>Numeruskastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>1. H&#228;lfte des 2. Jh. n. Chr. bis 242/244, sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9500194444,11.3894694444	<a href="http://kein Artikel/wiki/Wp 15/1 (Steinturm)" target="pedia">Wp 15/1 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9500194444, 11.3894694444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br>Altgrabung; fr&#252;he Datierung nach Planck am Limestor; Ende wie B&#246;hming</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9485972222,11.4002583333	<a href="http://kein Artikel/wiki/Wp 15/3 (Steinturm)" target="pedia">Wp 15/3 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9485972222, 11.4002583333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9452861111,11.4141888889	<a href="http://kein Artikel/wiki/Wp 15/5 (Steinturm)" target="pedia">Wp 15/5 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9452861111, 11.4141888889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9411805556,11.430675	<a href="http://kein Artikel/wiki/Wp 15/7 (Steinturm)" target="pedia">Wp 15/7 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9411805556, 11.430675<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9366111111,11.4489361111	<a href="http://kein Artikel/wiki/Wp 15/9 (Steinturm)" target="pedia">Wp 15/9 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9366111111, 11.4489361111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9317861111,11.4685611111	<a href="http://kein Artikel/wiki/Wp 15/11 (Steinturm)" target="pedia">Wp 15/11 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9317861111, 11.4685611111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9218611111,11.5083416667	<a href="http://kein Artikel/wiki/Wp 15/15 (Steinturm)" target="pedia">Wp 15/15 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9218611111, 11.5083416667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9141722222,11.5380027778	<a href="http://kein Artikel/wiki/Wp 15/15 (Steinturm)" target="pedia">Wp 15/15 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9141722222, 11.5380027778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8838888889,11.2638888889	<a href="http://de.wikipedia.org/wiki/Kastell Pf&#252;nz" target="pedia">Kastell Pf&#252;nz</a>	<div style="max-width: 250px;">Geo 48.8838888889, 11.2638888889<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br>um 80 n. Chr. um die Mitte des 3. Jhs. n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8108333333,11.4997222222	<a href="http://de.wikipedia.org/wiki/Kastell K&#246;sching" target="pedia">Kastell K&#246;sching</a>	<div style="max-width: 250px;">Geo 48.8108333333, 11.4997222222<br>Alenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br>Fr&#252;hjahr 80 n. Chr. bis um 242/243 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8184722222,11.6823611111	<a href="http://de.wikipedia.org/wiki/Kastell Pf&#246;rring" target="pedia">Kastell Pf&#246;rring</a>	<div style="max-width: 250px;">Geo 48.8184722222, 11.6823611111<br>Alenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 15: Raetischer Limes<br>flavisch bis um 233 n. Chr. (?)</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.4558333333,10.2734722222	<a href="http://Kein Artikel/wiki/Kastell G&#252;nzburg" target="pedia">Kastell G&#252;nzburg</a>	<div style="max-width: 250px;">Geo 48.4558333333, 10.2734722222<br>Alenkastell<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br>(claudisch?), sp&#228;tvespasianisch bis sp&#228;tantik</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8502777778,11.7708333333	<a href="http://de.wikipedia.org/wiki/Kastell Eining" target="pedia">Kastell Eining</a>	<div style="max-width: 250px;">Geo 48.8502777778, 11.7708333333<br>Kohortenkastell<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.91675,11.9717638889	<a href="http://kein Artikel/wiki/Kleinkastell Alkofen" target="pedia">Kleinkastell Alkofen</a>	<div style="max-width: 250px;">Geo 48.91675, 11.9717638889<br>Kleinkastell<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br>Gr&#252;ndung Ende 1. oder im 2. Jahrhundert; existierte laut Funde bis ins 5. Jh. weiter</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0177138889,12.0371361111	<a href="http://kein Artikel/wiki/Kleinkastell Gro&#223;pr&#252;fening" target="pedia">Kleinkastell Gro&#223;pr&#252;fening</a>	<div style="max-width: 250px;">Geo 49.0177138889, 12.0371361111<br>Raetia<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br>Ende 2. bis letztes Drittel 3. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9744444444,12.4169444444	<a href="http://de.wikipedia.org/wiki/Kleinkastell Pfatter" target="pedia">Kleinkastell Pfatter</a>	<div style="max-width: 250px;">Geo 48.9744444444, 12.4169444444<br>Kleinkastell<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br>trajanisch bis 2. H&#228;lfte 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0006611111,12.0806694444	<a href="http://de.wikipedia.org/wiki/Castra Regina" target="pedia">Castra Regina</a>	<div style="max-width: 250px;">Geo 49.0006611111, 12.0806694444<br>Legionslager<br>Provinz Raetia, Raetia secunda<br>Donau-Iller-Rhein-Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.668525,13.0799027778	<a href="http://de.wikipedia.org/wiki/Kastell K&#252;nzing" target="pedia">Kastell K&#252;nzing</a>	<div style="max-width: 250px;">Geo 48.668525, 13.0799027778<br>Alenkastell<br>Provinz Raetia<br>Donaulinie des Obergermanisch-Raetischen Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.57125,13.47585	<a href="http://de.wikipedia.org/wiki/Kastell Boiodurum <br>" target="pedia">Kastell Boiodurum <br></a>	<div style="max-width: 250px;">Geo 48.57125, 13.47585<br>Reiter- und Kohortenkastell ?<br>Provinz Noricum<br>Norischer Limes<br>mittelkaiserzeitlich</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.4166666667,13.9166666667	<a href="http://de.wikipedia.org/wiki/Wachturm Kobling-Rossgraben" target="pedia">Wachturm Kobling-Rossgraben</a>	<div style="max-width: 250px;">Geo 48.4166666667, 13.9166666667<br>Wachturm<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.4166666667,13.9166666667	<a href="http://de.wikipedia.org/wiki/Wachturm Kobling See" target="pedia">Wachturm Kobling See</a>	<div style="max-width: 250px;">Geo 48.4166666667, 13.9166666667<br>Wachturm<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.0955555556,14.7980555556	<a href="http://de.wikipedia.org/wiki/Locus Felicis" target="pedia">Locus Felicis</a>	<div style="max-width: 250px;">Geo 48.0955555556, 14.7980555556<br>Kohorten- und Alenkastell, Nachschubdepot<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.39375,15.5776388889	<a href="http://de.wikipedia.org/wiki/Kastell Favianis" target="pedia">Kastell Favianis</a>	<div style="max-width: 250px;">Geo 48.39375, 15.5776388889<br>Kohortenkastell, Alenkastell, Legions- und Flottenkastell, Reduktionskastell (?)<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.3333333333,15.7330555556	<a href="http://de.wikipedia.org/wiki/Kastell Augustianis" target="pedia">Kastell Augustianis</a>	<div style="max-width: 250px;">Geo 48.3333333333, 15.7330555556<br>Alenkastell, Reduktionskastell<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br>juisch-claudisch oder flavisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.3425,15.9138888889	<a href="http://de.wikipedia.org/wiki/Kastell Zwentendorf" target="pedia">Kastell Zwentendorf</a>	<div style="max-width: 250px;">Geo 48.3425, 15.9138888889<br>Kohortenkastell<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br>flavisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.3310555556,16.0520833333	<a href="http://de.wikipedia.org/wiki/Kastell Comagena" target="pedia">Kastell Comagena</a>	<div style="max-width: 250px;">Geo 48.3310555556, 16.0520833333<br>Alenkastell, Flottenkastell<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br>domitianisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.3289722222,16.1770833333	<a href="http://de.wikipedia.org/wiki/Kastell Cannabiaca" target="pedia">Kastell Cannabiaca</a>	<div style="max-width: 250px;">Geo 48.3289722222, 16.1770833333<br>Kohortenkastell, Reduktionskastell<br>Provinz Noricum, Noricum ripense<br>Norischer Limes<br>flavisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.305,16.325	<a href="http://de.wikipedia.org/wiki/Kastell Klosterneuburg" target="pedia">Kastell Klosterneuburg</a>	<div style="max-width: 250px;">Geo 48.305, 16.325<br>Kohortenkastell, Alenkastell<br>Provinz  Pannonia superior, Pannonia I<br>Pannonischer Limes<br>Ende fr&#252;hes 5. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.2108333333,16.3702777778	<a href="http://de.wikipedia.org/wiki/Legionslager Vindobona" target="pedia">Legionslager Vindobona</a>	<div style="max-width: 250px;">Geo 48.2108333333, 16.3702777778<br><br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>claudisch-neronisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.2108333333,16.3702777778	<a href="http://kein Artikel/wiki/Kastell Vindobona" target="pedia">Kastell Vindobona</a>	<div style="max-width: 250px;">Geo 48.2108333333, 16.3702777778<br>Alenkastell<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>claudisch-neronisch</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.1439166667,16.4699083333	<a href="http://de.wikipedia.org/wiki/Kastell Ala Nova" target="pedia">Kastell Ala Nova</a>	<div style="max-width: 250px;">Geo 48.1439166667, 16.4699083333<br>Alenkastell<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.1161111111,16.8583333333	<a href="http://de.wikipedia.org/wiki/Legionslager/Kastelle Carnuntum" target="pedia">Legionslager/Kastelle Carnuntum</a>	<div style="max-width: 250px;">Geo 48.1161111111, 16.8583333333<br>Legionslager<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>augusteisch bis Sp&#228;tantike</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.0559861111,17.1495277778	<a href="http://de.wikipedia.org/wiki/Kastell Gerulata" target="pedia">Kastell Gerulata</a>	<div style="max-width: 250px;">Geo 48.0559861111, 17.1495277778<br>Auxiliarkastell<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>1. bis 4. Jahrhundert n. Chr. Ab dem 4. Jahrhundert n.Chr. Reduktionskastell in der NW-Ecke</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7776888889,17.4163027778	<a href="http:///wiki/Kastell Quadrata" target="pedia">Kastell Quadrata</a>	<div style="max-width: 250px;">Geo 47.7776888889, 17.4163027778<br>Alenkastell<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>sp&#228;ttrajanische Gr&#252;ndung; s&#252;dgallische Ware fehlt v&#246;llig; Ende: M&#252;nzen aus der Zeit Valentinian III. (425-455)</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.6890277778,17.6314666667	<a href="http:///wiki/Kastell Arrabona" target="pedia">Kastell Arrabona</a>	<div style="max-width: 250px;">Geo 47.6890277778, 17.6314666667<br>Kohortenkastell, Flottenstation<br>Provinz Pannonia superior, Pannonia I<br>Pannonischer Limes<br>Sp&#228;te eingel&#228;ttete Keramik bis 6. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7341861111,17.8068027778	<a href="http:///wiki/Burgus Arrabona 11" target="pedia">Burgus Arrabona 11</a>	<div style="max-width: 250px;">Geo 47.7341861111, 17.8068027778<br>Mansio<br>Provinz Pannonia inferior<br>Pannonischer Limes<br>2007 ergraben, 2periodiger Bau, err. im 2. Jh., im Laufe des 3. Jh. aufgegeben</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7361666667,17.8998333333	<a href="http://de.wikipedia.org/wiki/Kastell Ad Statuas (&#193;cs-Vaspuszta)" target="pedia">Kastell Ad Statuas (&#193;cs-Vaspuszta)</a>	<div style="max-width: 250px;">Geo 47.7361666667, 17.8998333333<br>Kohortenkastell, sp&#228;tantikes F&#246;deratenkastell ?<br>Provinz Pannonia, Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>Ende: fr&#252;hes 5.&#160;Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7337777778,18.1941388889	<a href="http://de.wikipedia.org/wiki/Legionslager Brigetio" target="pedia">Legionslager Brigetio</a>	<div style="max-width: 250px;">Geo 47.7337777778, 18.1941388889<br>Legionslager<br>Provinz Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>mind. bis Ende 4. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7448055556,18.1989055556	<a href="http://de.wikipedia.org/wiki/Kastell I&#382;a-Le&#225;nyv&#225;r" target="pedia">Kastell I&#382;a-Le&#225;nyv&#225;r</a>	<div style="max-width: 250px;">Geo 47.7448055556, 18.1989055556<br>Vexillationskastell<br>Provinz Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>bis Ende 4. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7276194444,18.2772694444	<a href="http://de.wikipedia.org/wiki/Kastell Alm&#225;sf&#252;zit&#337;" target="pedia">Kastell Alm&#225;sf&#252;zit&#337;</a>	<div style="max-width: 250px;">Geo 47.7276194444, 18.2772694444<br>Alenkastell<br>Provinz Pannonia, Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br><br>Steinkastell</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7593888889,18.5364166667	<a href="http://de.wikipedia.org/wiki/Kastell Crumerum" target="pedia">Kastell Crumerum</a>	<div style="max-width: 250px;">Geo 47.7593888889, 18.5364166667<br>Kohortenkastell, sp&#228;tantikes Reiterkastell<br>Provinz Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>2.&#160;Jh. bis Ende 4.&#160;Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7990388889,18.7367111111	<a href="http://de.wikipedia.org/wiki/Kastell Esztergom" target="pedia">Kastell Esztergom</a>	<div style="max-width: 250px;">Geo 47.7990388889, 18.7367111111<br>Kohortenkastell<br>Provinz Pannonia, Pannonia superior, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>Ende: sp&#228;testens fr&#252;hes 5.&#160;Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.7707222222,19.0751944444	<a href="http://de.wikipedia.org/wiki/Kastell Dunabogd&#225;ny" target="pedia">Kastell Dunabogd&#225;ny</a>	<div style="max-width: 250px;">Geo 47.7707222222, 19.0751944444<br>Kohortenkastell<br>Provinz Pannonia, Pannonia inferior, Pannonia superior, Pannonia Valeria<br>Pannonischer Limes<br>Ende: bis Anfang des 5. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
47.665,19.073	<a href="http://de.wikipedia.org/wiki/Kastell Szentendre" target="pedia">Kastell Szentendre</a>	<div style="max-width: 250px;">Geo 47.665, 19.073<br>Kohortenkastell<br>Provinz Pannonia, Pannonia inferior, Pannonia Valeria<br>Pannonischer Limes<br>Ende: fr&#252;hes 5. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
